sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Integrating microelectronics into gas distribution";"Rush, William F. (ed.); Huebler, James E. (ed.); Smith, Jared R.W. (ed.");"Institute of Gas Technology (IGT)";"1987";"Elsevier // IGT";"";"Electrónica/A-74";"";"";"Microelectrónica; Gas natural; Distribución; Industria del gas; Microprocesadores; Hardware; Procesamiento de datos; Comunicaciones; Computadoras; Medidores; Agua; Instrumentos de medición; Tiempo; Mediciones; Estaciones de servicio; Protección contra la corrosión; Sistemas computarizados; Redes de distribución; Recuperación del calor; Compresión; Energía; Electrónica; Dispositivos de seguridad; Sensores de gases; Evaluación económica; Robótica";""
"Reagent chemicals";"";"American Chemical Society (ACS)";"1981";"ACS";"";"546/.547/A512/N";"";"";"Reactivos químicos; Normas; Normalización; Productos químicos; Reacciones químicas; Acetona; Aluminio; Nitratos; Sulfatos; Bromuros; Amonio; Carbonización; Potasio; Alcoholes; Oxido de magnesio; Petróleo; Sodio; Hidrógeno; Agua";""
"Heavy metals; problems and solutions";"Salomons, W. (ed.); Förstner, U. (ed.); Mader, P. (ed.");"";"1995";"Springer";"";"Electrónica/E-32";"";"";"Metales pesados; Sólidos; Agua subterránea; Materiales peligrosos; Sustancias tóxicas; Agua; Contaminación ambiental; Holanda; Modelos matemáticos; Contaminación del suelo; Mediciones; Desechos sólidos; Descontaminación; Sedimentos; Performance; Contaminación del agua; Polonia; Yugoslavia; Hungría; Alemania";""
"Sensors a comprehensive survey; volume 3: chemical and biochemical sensors, part II";"Göpel, W. (ed.); Jones, T.A. (ed.); Kleitz, M. (ed.); Lundström, I. (ed.); Seiyama, T. (ed.");"";"1992";"VCH";"";"Electrónica/A-3";"";"";"Sensores; Sensores químicos; Bioquímicos; Biosensores; Electrodos; Reacciones redox; Transistores; Análisis químico; Calibración; Sensores de gases; Enzimas; Impedancia; Sensores físicos; Aplicaciones; Mediciones; Equipos de control; Humedad; Pesticidas; Agua; Biotecnología; Gases; Sólidos; Sensores médicos; Electroquímica; Altas temperaturas; Simbología";""
"Chemical sensor technology";"Seiyama, Tetsuro (ed.");"";"1988";"Kodansha // Elsevier";"";"Electrónica/A-9";"";"";"Sensores químicos; Semiconductores; Sensores de gases; Superficies; Oxidación; Oxígeno; Gases; Hidrógeno; Agua; Descomposición; Hidrocarburos; Metales; Catálisis; Cerámica; Humedad; Sensores; Temperatura; Diseño; Electrolitos; Sólidos; Electrodos; Estabilidad; Conductividad térmica; Circonio; Industria metalúrgica; Japón; Protones; Performance; Iones; Muestreo; Potenciometría; Microelectrodos; Electroquímica; Transistores; Micromecanización; Silicio; Formas tridimensionales; Fabricación; Biosensores; Sensores médicos; Aplicaciones; Sensores ópticos; Guías de ondas; Ondas";""
"Critérios mínimos de desempenho para habitações térreas de interesse social";"";"Instituto de Pesquisas Tecnológicas (IPT)";"s.f.";"IPT";"";"643/I59";"";"";"Vivienda económica; Problema de la vivienda; Estructuras; Construcciones; Resistencia de materiales; Ensayos; Fuego; Resistencia al fuego; Llamas; Seguridad en la construcción; Incendios; Estanquidad; Agua; Confort; Habitabilidad térmica; Confort acústico; Durabilidad; Prevención de incendios";""
"Official methods of analysis";"Horwitz, William (ed.); Latimer, George W. (ed.");"Association of Official Analytical Chemists (AOAC)";"2005";"AOAC";"";"543:63:664/A849/18.ed./N";"";"";"Métodos de análisis; Análisis químico; Productos químicos; Fertilizantes; Vegetales; Alimentación animal; Alimentos; Drogas; Desinfectantes; Pesticidas; Sustancias peligrosas; Trazas de sustancias; Residuos de pesticidas; Agua; Sales; Radioactividad; Toxicología; Cosméticos; Análisis microbiológico; Aditivos alimentarios; Bebidas; Malta; Cerveza; Vino; Bebidas analcohólicas; Café; Té; Cacao; Cereales; Productos lácteos; Huevos; Pescados; Productos pesqueros; Aromatizantes; Saborizantes; Plantas aromáticas; Frutas; Gelatinas; Postres; Carnes; Productos cárnicos; Frutas secas; Grasas; Aceites; Productos vegetales; Especias; Condimentos; Azúcar; Vitaminas; Nutrientes; Colorantes; Toxinas; Alimentación infantil; Suplementos alimentarios";""
"Standard methods for the examination of water and wastewater";"Eaton, Andrew D. (ed.); Clesceri, Lenore S. (ed.); Rice, Eugene W. (ed.); Greenberg, Arnold E. (ed.");"American Public Health Association (APHA) // American Water Works Association (AWWA) // Water Environment Federation (WEF)";"2005";"APHA // AWWA // WEF";"";"628.1/.3/APHA/21.ed./N";"";"";"Análisis de agua; Métodos de análisis; Agua; Aguas residuales; Propiedades físicas; Metales; No metales; Compuestos orgánicos; Radioactividad; Toxicidad; Análisis microbiológico; Ensayos biológicos";""
"EPA guidance manual for stormwater permit applications-Municipal";"";"Environmental Protection Agency (EPA)";"1991";"Water Pollution Control Federation";"";"628.1.037/E63";"";"";"Agua de lluvia; Precipitación atmosférica; Calidad; Control de la contaminación";""
"EPA guidance manual for stormwater permit applications-Industrial";"";"Environmental Protection Agency (EPA)";"1991";"Water Pollution Control Federation";"";"628.1.037/E63e";"";"";"Agua de lluvia; Desagües; Alcantarillas; Sector industrial; Minería; Aceites; Gases; Aplicaciones; Mediciones";""
"Alternative sewer systems";"";"Water Polllution Control Federation (WPCF)";"1986";"WPCF";"";"628.24/W314a";"";"";"Alcantarillas; Contaminación del agua; Diseño; Construcciones; Mantenimiento; Desagües; Tratamiento de aguas";""
"Manual sobre el desarrollo de recursos humanos; guías para los organismos responsables por el abastecimiento de agua potable y del saneamiento";"Carefoot, Neil (ed.); Gibson, Howard (ed.");"Organización Mundial de la Salud (OMS) // Organización Panamericana de la Salud (OPS)";"1987";"OMS // OPS";"";"331.101.2:628.1/O51/H";"";"";"Recursos humanos; Agua potable; Abastecimiento de agua; Saneamiento ambiental; Planificación; Capacitación; Gestión; Personal";""
"Guía para el diseño, construcción y operación de rellenos sanitarios manuales; una solución para la disposición final de residuos sólidos municipales en pequeñas poblaciones";"Jaramillo, Jorge";"Centro Panamericano de Ingeniería Sanitaria y Ciencias del Ambiente (CEPIS) // Organización Panamericana de la Salud. División de Salud y Ambiente (OPS) // Oficina Regional de la Organización Mundial de la Salud (OMS)";"2002";"CEPIS // OPS // OMS";"";"614.3/J37";"";"";"Relleno sanitario; Instalaciones sanitarias; Diseño; Construcciones; Residuos; Desechos sólidos; Población; Municipalidad; Salud; Riesgos; Medio ambiente; Contaminación del agua; Contaminación del suelo; Contaminación del aire; Desarrollo social; Gestión ambiental; Urbanismo; Disposición de efluentes; Recolección de residuos; Transporte; Reciclaje; Normas; Normalización; Preparación de superficies; Limpieza; Drenaje; Mantenimiento; Administración; Control; Costos";""
"Código de aguas de la provincia de Buenos Aires";"";"Cámara de Diputados de la Provincia de Buenos Aires";"1990";"Cámara de Diputados de la Provincia de Buenos Aires";"";"628.1/H774";"";"";"Agua; Códigos; Buenos Aires, Argentina; Hidrología; Población; Normas; Normalización; Agua subterránea";""
"Desinfección del agua";"Solsona, Felipe";"Centro Panamericano de Ingeniería Sanitaria y Ciencias del Ambiente (CEPIS) // Organización Panamericana de la Salud. División de Salud y Ambiente (OPS) // Oficina Regional de la Oganización Mundial de la Salud. Oficina Sanitaria Panamericana (OMS)";"2002";"CEPIS // OPS // OMS";"";"628.1/S684 // PE/48";"";"";"Agua; Desinfección; Fuentes de información; Actividad solar; Equipos; Calentadores solares; Concentradores solares; Destiladores; Mantenimiento; Costos; Cloro; Dosificación; Electrólisis; Rayos ultravioleta; Filtración; Ozono; Dióxido de cloro; Bromo; Plata; Yodo; Tuberías; Técnicas de laboratorio";""
"Methods for chemical analysis of water and wastes";"";"Environmental Protection Agency (EPA)";"1982";"EPA";"";"628.1/E56";"";"";"Agua; Residuos; Aguas residuales; Análisis químico; Propiedades físicas; Color; Colorimetría; Espectrofotometría; Olor; PH; Temperatura; Turbidez; Metales; Aluminio; Antimonio; Arsénico; Bario; Berilio; Boro; Cadmio; Calcio; Cromo; Cobalto; Cobre; Oro; Iridio; Hierro; Plomo; Magnesio; Manganeso; Mercurio; Molibdeno; Níquel; Paladio; Platino; Potasio; Renio; Plata; Talio; Vanadio; Cinc; Compuestos inorgánicos; No metales; Sustancias orgánicas; Compuestos orgánicos; Bioquímica; Oxígeno; Hidrocarburos; Petróleo";""
"Técnicas simplificadas de alcantarillado y tratamiento de aguas servidas";"Azevedo Netto, Jose M.";"";"1985";"SENAPA";"";"628.6/A994";"";"";"Alcantarillas; Desagües; Aguas servidas; Pozos; Líquidos cloacales; Líquidos residuales; Disposición de efluentes; Tanques sépticos; Lagunas de estabilización; Aplicaciones; Desechos orgánicos; Diseño; Normas";""
"Pulpa y papel: química y tecnología química, volumen 2";"Casey, James P.";"";"1991";"Limusa";"";"CICELPA/676.01/C338";"";"";"Papel; Fibras celulósicas; Pastas celulósicas; Procesos químicos; Tecnología química; Propiedades químicas; Fibras sintéticas; Pulpado; Secado; Calandrado; Grabados; No tejidos; Gestión ambiental; Contaminación del agua; Contaminación del aire; Microbiología";""
"Tecnología de productos avícolas";"Mountney, George J.; Parkhurst, Carmen R.";"";"1995";"Acribia";"";"637.54/M928";"";"";"Productos avícolas; Aves; Huevos; Calidad; Normas; Inspección bromatológica; Mantenimiento; Control de la producción; Comercialización; Almacenamiento; Propiedades químicas; Valor nutritivo; Características físicas; Humedad; Lavado; Enfriamiento; Cocción; Carnes cocidas; Grasas; Microbiología de alimentos; Análisis microbiológico; Agentes patógenos; Microorganismos; Abastecimiento de agua; Higiene industrial; Higiene de los alimentos; Avicultura; Envasamiento; Procesos de envasado; Carnes envasadas; Contenedores; Alimentos congelados; Refrigeración; Alimentos enlatados; Sopas; Alimentos deshidratados; Deshidratación; Liofilización; Conservación de alimentos; Subproductos; Productos de huevo; Yema de huevo; Clara de huevo; Aditivos alimentarios; Fermentación; Análisis bacteriológico; Bacterias coliformes; Levaduras; Mohos; Estafilococos; Salmonella; Escherichia coli; Sacarosa";""
"Producción y envasado de zumos y bebidas de frutas sin gas";"Ashurst, P.R. (ed.");"";"1999";"Acribia";"";"663.86/A819";"";"";"Jugos; Bebidas analcohólicas; Frutas; Producción; Envasamiento; Naranjas; Jugos concentrados; Jugos congelados; Análisis de alimentos; Sales; Acidos orgánicos; Azúcares; Aminoácidos; Análisis estadístico; Distribución de Gauss; Variables; Seguridad alimentaria; Propiedades químicas; Subproductos; Cítricos; Composición química; Carbohidratos; Colorantes; Vitaminas; Lípidos; Calidad; Gusto; Aroma; Péptidos; Tiempo; Temperatura; Uvas; Extracción; Filtración; Almacenamiento; Clarificación química; Envasamiento; Conservación de frutas; Dióxido de azufre; Frutas tropicales; Guayabas; Mangos; Ananás; Bananas; Kiwis; Papayas; Cosecha; Ventas; Grosellas; Plagas; Enfermedades de las plantas; Control de plagas; Virus; Hongos; Manzanas; Pulpas de frutas; Enzimas; Almidones; Pectinas; Microbiología de alimentos; Filtros; Pasteurización; Lavado; Secado; Evaporación; Resinas; Carbón activado; Aplicaciones; Peras; Materias primas; Agua; Procesos de envasado; Envases; Bebidas para deportistas; Deportes; Líquidos; Sodio; Potasio; Iones; Cafeína; Nutrientes; Valor nutritivo; Sales; Caries dentales; Sustancias tóxicas; Estados Unidos; Canadá; Reglamentación; Normas; Normalización; Códigos alimentarios; Tratamiento de aguas; Tratamiento de efluentes; Contaminantes; Desagües; Medio ambiente";""
"Reporte ambiental 2004";"";"Toyota Argentina";"2004";"Toyota";"";"614.7/T756";"";"";"Medio ambiente; Argentina; Gestión ambiental; Política ambiental; Normas; Normalización; Diseño; Vehículos; Combustibles; Gas natural; GNC; Compras; Producción; Certificación; Control de la contaminación; Sustancias químicas; Sustancias peligrosas; Residuos; Consumo; Agua; Energía; Reciclaje; Ventas";""
"Los aceites y grasas: composición y propiedades";"Graciani Constante, Enrique";"";"2006";"AMV Ediciones // Mundi-Prensa";"";"CEIAL/204";"";"";"Aceites; Grasas; Esteroles; Tensioactivos; Carotenoides; Oxidación; Lípidos; Acidos grasos; Aditivos alimentarios; Clorofila; Propiedades físicas; Micelas; Agua; Emulsiones; Liposomas; Propiedades químicas; Desodorización; Refinamiento; Propiedades termodinámicas";""
"Soja; actualización 2006";"";"";"2006";"INTA";"";"633/I59t/Ser.3";"";"";"Soja; Producción; Cambios climáticos; Nitrógeno; Cultivo; Control de plagas; Agua; Calidad; Siembra; Argentina; Cultivares; Fungicidas; Semillas; Granos; Variedades; Desarrollo agrícola";""
"Productive lands; healthy environment";"";"Natural Resources Conservation Service (NRCS)";"s.f.";"NRCS";"";"504.06/N285/P";"";"";"Recursos naturales; Tierras; Medio ambiente; Agua; Suelos; Gestión ambiental; Vegetales; Animales; Fuentes renovables de energía; Conservación de la energía; Biocombustibles";""
"Installations sanitaires";"";"Centre Scientifique et Technique de la Construction (CSTC)";"1996";"CSTC";"";"Construcciones/577";"";"";"Instalaciones sanitarias; Edificios; Abastecimiento de agua; Cálculo de dimensiones";""
"Systèmes de tuyauteries en matériau synthétique pour la distribution d'aeu chaude et froide sous pression dans les bâtiments";"";"Centre Scientifique et Technique de la Construction (CSTC)";"1998";"CSTC";"";"Construcciones/582";"";"";"Instalaciones sanitarias; Abastecimiento de agua; Distribución; Temperatura; Tuberías; Materiales de construcción; Normalización";""
"Code de bonne pratique pour l'installation des chauffe-eau solaires";"";"Centre Scientifique et Technique de la Construction (CSTC)";"1999";"CSTC";"";"Construcciones/587";"";"";"Calentadores solares; Calentadores de agua; Calefacción solar; Radiación solar; Energía solar";""
"Disposal of hazardous waste in underground mines";"Popov, V. (ed.); Pusch, R. (ed.");"";"2006";"WIT Press";"";"Mecánica/146/Tecnol. de la Fundición/Edif.46";"";"";"Disposición de efluentes; Residuos peligrosos; Minas; Residuos; Europa; Sustancias peligrosas; Metales pesados; Pesticidas; Contaminantes; Contaminación del agua; Contaminación del suelo; Contaminación de alimentos; Contaminantes orgánicos";""
"Enzymes in industry; production and applications";"Aehle, Wolfgang (ed.");"";"2004";"Wiley-VCH Verlag";"";"Programa de Biotecnología/3";"";"";"Enzimas; Producción; Aplicaciones; Nomenclaturas; Catálisis; Ensayos; Calidad; Microbiología industrial; Aislación; Purificación; Inmovilización; Proteinas; Alimentos; Productos de panadería; Jugos; Frutas; Cerveza; Detergerntes; Granos; Molienda; Alimentación animal; Productos textiles; Industria del papel y la celulosa; Cosméticos; Conservación; Limpieza; Tratamiento de aguas; Síntesis orgánica; Catalizadores; Terapéutica; Diagnóstico; Análisis de alimentos; Ingeniería genética; ADN; Polimerasas; Nucleasas; ARN; Seguridad; Regulación";""
"Racionalización del Chaco Salteño (una propuesta ganadera)";"Denis, Gustavo E.";"";"s.f.";"s.e.";"";"636.2/D895/P";"";"";"Ganadería; Chaco, Argentina; Salta, Argentina; Suelos; Clima; Agua subterránea; Vegetación; Ganado bovino; Cría; Recursos forestales";""
